YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.DATE,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND,OUTAGE.START,OUTAGE.RESTORATION,MONTH.NAME,duration_missing
2001,3,California,CA,WECC,West,-0.4,normal,2001-03-19,11:50:00,,,system operability disruption,,,,,430984,11.29,10.71,7.7,9.89,6527290.0,8008690.0,5914543.0,21351409.0,30.5707693576569,37.5089531562062,27.7009493846519,11837589.0,1547691.0,84189.0,13530807.0,87.48620093391325,11.438275632783764,0.6222023564448151,47786.0,44719.0,1.06858382343076,-1.7,18761.0,1647632.0,1.13866445905396,9.8,34479458,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2001-03-19 11:50:00,,Mar,True
2015,2,California,CA,WECC,West,0.5,warm,2015-02-06,20:58:00,,,severe weather,wind,,,,65000,17.15,13.98,10.68,14.39,6111278.0,8331092.0,3566742.0,18076185.0,33.8084501790616,46.0887737097181,19.7317188333711,13380684.0,1685688.0,148069.0,15214454.0,87.94718495977575,11.07951688571933,0.9732127094406412,56365.0,49844.0,1.13082818393387,3.2,26426.0,2249711.0,1.17463976484091,11.8,39144818,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2015-02-06 20:58:00,,Feb,True
2009,4,California,CA,WECC,West,-0.1,normal,2009-04-23,00:00:00,,,fuel supply emergency,,,,,,13.96,12.02,9.74,12.17,6379284.0,9601854.0,3932509.0,19983832.0,31.9222259274397,48.0481120938166,19.6784530614549,12910857.0,1801936.0,76223.0,14789510.0,87.29739524838888,12.183878979087204,0.5153855672026997,51775.0,46680.0,1.10914738646101,-5.4,27376.0,1913674.0,1.43054668663524,11.9,36961229,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2009-04-23 00:00:00,,Apr,True
2000,6,California,CA,WECC,West,-0.7,cold,2000-06-14,13:13:00,,,system operability disruption,,,,130,32000,11.12,10.87,7.32,9.81,6985338.0,8335959.0,5773609.0,21784929.0,32.0650023692985,38.2647976497881,26.5027671194154,11091616.0,1371137.0,42222.0,12537831.0,88.46518987215572,10.935998419503342,0.3367568122428831,48635.0,44745.0,1.08693708794279,6.0,29581.0,1653021.0,1.78951144601309,10.0,33987977,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2000-06-14 13:13:00,,Jun,True
2016,2,California,CA,WECC,West,2.0,warm,2016-02-26,00:01:00,,,fuel supply emergency,,,,0,0,17.69,13.81,10.41,14.53,6488085.0,8479306.0,3378520.0,18411708.0,35.2389088508247,46.0538804982134,18.3498456525598,13445133.0,1692326.0,148549.0,15286023.0,87.95703761534311,11.071067994598724,0.9717962611988743,58974.0,50660.0,1.16411369917094,4.6,27735.0,2317466.0,1.19678131200199,12.0,39296476,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2016-02-26 00:01:00,,Feb,True
2014,5,California,CA,WECC,West,-0.1,normal,2014-05-15,10:43:00,,,severe weather,wildfire,,,3300,1400000,16.46,14.65,11.35,14.47,6398637.0,9731089.0,4512087.0,20712609.0,30.8924723099828,46.9814739417907,21.7842522880628,13256068.0,1676201.0,146944.0,15079226.0,87.90947227662747,11.115961787428612,0.9744797246224707,54606.0,49091.0,1.11234238455114,2.1,26449.0,2118858.0,1.24826675501615,11.7,38792291,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2014-05-15 10:43:00,,May,True
2012,9,California,CA,WECC,West,0.3,normal,2012-09-06,04:45:00,,,fuel supply emergency,Hydro,,,,,16.82,15.86,11.9,15.51,8888882.0,11009334.0,4161540.0,24117856.0,36.8560207010109,45.6480625806871,17.2550163662972,13101887.0,1834779.0,73805.0,15010483.0,87.28491281726244,12.223317530821626,0.49168970778621846,52660.0,48156.0,1.0935293629039,1.4,27150.0,2004400.0,1.35452005587707,12.0,38056055,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2012-09-06 04:45:00,,Sep,True
2007,6,California,CA,WECC,West,-0.3,normal,2007-06-01,13:00:00,,,fuel supply emergency,,,,,,14.72,14.21,10.66,13.66,7040167.0,10617487.0,4308713.0,22041117.0,31.9410626965956,48.1712746227879,19.5485237885176,12819149.0,1785796.0,78620.0,14684071.0,87.29969366124693,12.161450322597869,0.5354101052766634,55008.0,49126.0,1.11973293164516,0.9,29272.0,1994044.0,1.46797161948282,11.7,36250311,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2007-06-01 13:00:00,,Jun,True
2000,,Virginia,VA,SERC,Southeast,,,,,,,equipment failure,relaying malfunction,,,143,37000,,,,,,,,,,,,2767245.0,306821.0,5371.0,3122909.0,88.6111314802961,9.82484600095616,0.17198707999496624,47456.0,44745.0,1.06058777517041,2.5,6978.0,337211.0,2.0693275130408,1.8,7105817,75.45,5.66,2265.2,1179.2,53.3,6.75,0.97,92.3202805376973,7.67971946230275,2.99707773232028,,,,True
2015,12,Oklahoma,OK,SPP,South,2.3,warm,2015-12-27,17:00:00,,,severe weather,,,,,50500,9.0,6.85,4.65,7.01,1763543.0,1466024.0,1393208.0,4622775.0,38.149012227504,31.7130727755515,30.1379149969445,1723938.0,277386.0,18688.0,2020012.0,85.34295835866321,13.731898622384422,0.9251430189523627,43788.0,49844.0,0.878500922879384,0.5,4198.0,181045.0,2.31876052915021,1.9,3911338,66.24,20.46,1901.7,1635.8,18.8,1.9,0.68,98.13445113664,1.86554886335999,1.86554886335999,2015-12-27 17:00:00,,Dec,True
2015,11,Oklahoma,OK,SPP,South,2.2,warm,2015-11-28,06:00:00,,,severe weather,,,,,35000,10.26,7.09,4.72,7.25,1293106.0,1491552.0,1447320.0,4231978.0,30.5555936254867,35.2447956960079,34.1996106785054,1723938.0,277386.0,18688.0,2020012.0,85.34295835866321,13.731898622384422,0.9251430189523627,43788.0,49844.0,0.878500922879384,0.5,4198.0,181045.0,2.31876052915021,1.9,3911338,66.24,20.46,1901.7,1635.8,18.8,1.9,0.68,98.13445113664,1.86554886335999,1.86554886335999,2015-11-28 06:00:00,,Nov,True
2000,3,Maine,ME,NPCC,Northeast,-1.1,cold,2000-03-14,21:06:00,,,intentional attack,vandalism,,,,,12.92,9.86,7.07,9.97,281853.0,292566.0,269741.0,864735.0,32.5941473399365,33.8330239900085,31.1934870220357,650326.0,102433.0,1966.0,770617.0,84.39030023993762,13.292335881507936,0.25512024780143705,36202.0,44745.0,0.809073639512795,3.1,1095.0,46233.0,2.36843812860943,0.3,1277072,38.66,12.45,1428.0,1360.0,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,2000-03-14 21:06:00,,Mar,True
2005,6,Colorado,CO,WECC,Southwest,0.2,normal,2005-06-28,11:30:00,,,fuel supply emergency,Coal,,,0,0,9.11,8.03,5.68,7.77,1330446.0,1679740.0,1062563.0,4074285.0,32.654711194725,41.2278473400854,26.0797415988327,1994548.0,342535.0,12837.0,2349921.0,84.87723629858195,14.57644746355303,0.5462736832429687,51847.0,48090.0,1.07812435017675,3.2,3178.0,240150.0,1.32333957942952,1.4,4631888,86.15,9.29,2836.1,1732.2,6.8,1.47,0.26,99.5657770860953,0.43422291390474,0.43422291390474,2005-06-28 11:30:00,,Jun,True
2002,,Kansas,KS,SPP,South,,,,,,,severe weather,winter storm,,,550,270000,,,,,,,,,,,,1157820.0,194996.0,12885.0,1379347.0,83.93971930195954,14.136834313628116,0.9341376752912791,40525.0,45097.0,0.898618533383595,1.1,2462.0,109966.0,2.23887383373043,1.1,2713535,74.2,24.03,2176.5,1983.0,9.1,1.19,0.42,99.3692116969299,0.632003694790831,0.632003694790831,,,,True
2015,6,Kansas,KS,SPP,South,1.0,warm,2015-06-26,02:00:00,,,severe weather,,,,,110000,12.72,10.32,7.53,10.48,1361070.0,1404843.0,956342.0,3722254.0,36.565747528245,37.7417285333027,25.6925508038946,1231830.0,228411.0,24155.0,1484396.0,82.98526808210208,15.387470728835162,1.6272611890627569,45558.0,49844.0,0.914011716555654,0.0,2290.0,135967.0,1.6842322034023,1.1,2911641,74.2,24.03,2176.5,1983.0,9.1,1.19,0.42,99.3692116969299,0.632003694790831,0.632003694790831,2015-06-26 02:00:00,,Jun,True
2016,3,Idaho,ID,WECC,Northwest,1.6,warm,2016-03-01,13:35:00,,,intentional attack,vandalism,,,0,0,9.8,7.66,5.98,8.05,678472.0,499372.0,479761.0,1657605.0,40.9308610917559,30.126115691012,28.9430232172321,714365.0,107551.0,27847.0,849763.0,84.06638086148726,12.656587778003987,3.277031360508754,36256.0,50660.0,0.715673114883537,2.7,960.0,60911.0,1.576070003776,0.4,1680026,70.58,20.06,2216.8,2004.7,5.6,0.6,0.19,98.891933611746,1.10806638825402,1.10806638825402,2016-03-01 13:35:00,,Mar,True
2006,,North Dakota,ND,MRO,West North Central,,,,,,,fuel supply emergency,Coal,,,1650,,,,,,,,,,,,,309997.0,53709.0,2331.0,366037.0,84.69007231509383,14.673106817070405,0.6368208678357652,42913.0,48909.0,0.877404976589176,3.5,1019.0,27868.0,3.65652361131046,0.7,649422,59.9,19.9,2192.2,1868.2,3.9,0.27,0.1,97.5996492121418,2.40176525502843,2.40176525502843,,,,True
2000,,Alaska,AK,ASCC,,,,,,,,equipment failure,failure,,,35,14273,,,,,,,,,,,,230534.0,38074.0,854.0,273530.0,84.28106606222352,13.919496947318393,0.31221438233466164,57401.0,44745.0,1.28284724550229,-2.2,724.0,36046.0,2.00854463740776,0.2,627963,66.02,21.56,1802.6,1276.0,0.4,0.05,0.02,85.7611544611833,14.2388455388167,2.90118187392543,,,,True
